Force,Displacement,Velocity
1.46161,6.03281,-1.68669
1.45436,5.93516,-1.68669
1.44469,5.8375,-1.68669
1.43502,5.69102,-1.69157
1.42293,5.59336,-1.69645
1.41325,5.4957,-1.70622
1.40358,5.39805,-1.70622
1.39633,5.30039,-1.70622
1.38907,5.20273,-1.71598
1.3794,5.10508,-1.72575
1.36973,5.00742,-1.7404
1.36006,4.86094,-1.74528
1.35039,4.76328,-1.75016
1.34313,4.66563,-1.76481
1.33104,4.56797,-1.77946
1.32379,4.42148,-1.79899
1.31412,4.32383,-1.80876
1.30445,4.22617,-1.81852
1.29477,4.07969,-1.82341
1.2851,3.98203,-1.82829
1.27785,3.88438,-1.83805
1.26818,3.73789,-1.8527
1.2585,3.64023,-1.86247
1.25125,3.54258,-1.86247
1.23916,3.44492,-1.86735
1.22949,3.34727,-1.86735
1.21982,3.20078,-1.87223
1.21014,3.10313,-1.87712
1.20289,3.00547,-1.882
1.19322,2.85898,-1.87712
1.18355,2.76133,-1.87223
1.17388,2.61484,-1.86735
1.16662,2.51719,-1.86735
1.15453,2.41953,-1.87223
1.14486,2.27305,-1.87712
1.13761,2.17539,-1.87712
1.13035,2.07773,-1.882
1.12068,1.93125,-1.88688
1.11101,1.83359,-1.90153
1.10375,1.73594,-1.91618
1.0965,1.58945,-1.92106
1.08683,1.4918,-1.92106
1.07957,1.34531,-1.93083
1.0699,1.24766,-1.94548
1.06023,1.15,-1.96012
1.05298,1.05234,-1.96501
1.04572,0.90586,-1.96501
1.03605,0.8082,-1.96501
1.02638,0.66172,-1.96501
1.01913,0.56406,-1.96501
1.01187,0.46641,-1.96012
1.0022,0.31992,-1.95524
0.99495,0.22227,-1.94548
0.98527,0.12461,-1.94059
0.97802,-0.02187,-1.93571
0.97077,-0.11953,-1.93083
0.96351,-0.21719,-1.93083
0.95626,-0.36367,-1.93571
0.949,-0.46133,-1.94059
0.94175,-0.60781,-1.94059
0.93208,-0.70547,-1.93571
0.92482,-0.85195,-1.94059
0.91515,-0.94961,-1.94548
0.9079,-1.09609,-1.95036
0.90065,-1.19375,-1.94548
0.89339,-1.29141,-1.94059
0.88856,-1.43789,-1.93571
0.8813,-1.53555,-1.93083
0.87405,-1.6332,-1.93083
0.86679,-1.73086,-1.93571
0.85954,-1.87734,-1.94059
0.85229,-1.975,-1.94059
0.84503,-2.07266,-1.94059
0.8402,-2.21914,-1.94059
0.83294,-2.36562,-1.94059
0.82569,-2.46328,-1.94059
0.81843,-2.56094,-1.93083
0.8136,-2.65859,-1.92106
0.80634,-2.80508,-1.9113
0.79909,-2.90273,-1.9113
0.79184,-3.04922,-1.9113
0.787,-3.14687,-1.90641
0.78216,-3.24453,-1.90153
0.77491,-3.34219,-1.89177
0.76766,-3.43984,-1.882
0.76282,-3.5375,-1.87712
0.75557,-3.68398,-1.87712
0.75073,-3.78164,-1.87712
0.7459,-3.8793,-1.87223
0.73864,-3.97695,-1.86247
0.73381,-4.12344,-1.84782
0.72897,-4.22109,-1.83805
0.72413,-4.36758,-1.83317
0.71688,-4.46523,-1.82341
0.70963,-4.56289,-1.81364
0.70721,-4.66055,-1.79899
0.70237,-4.7582,-1.78434
0.69512,-4.85586,-1.77946
0.69028,-4.95352,-1.77458
0.68303,-5.05117,-1.76481
0.67819,-5.14883,-1.75016
0.67577,-5.29531,-1.73552
0.66852,-5.39297,-1.72575
0.66368,-5.49062,-1.72087
0.65885,-5.58828,-1.72087
0.65401,-5.68594,-1.7111
0.64918,-5.78359,-1.70134
0.64434,-5.93008,-1.69157
0.6395,-6.02773,-1.68669
0.63467,-6.12539,-1.6818
0.63225,-6.22305,-1.67204
0.62741,-6.3207,-1.66227
0.62016,-6.41836,-1.65739
0.61774,-6.51602,-1.65251
0.61291,-6.61367,-1.64762
0.60807,-6.6625,-1.63298
0.60323,-6.76016,-1.61833
0.60082,-6.90664,-1.60856
0.59356,-7.0043,-1.5988
0.59115,-7.10195,-1.58415
0.58873,-7.15078,-1.5695
0.58389,-7.24844,-1.54997
0.57906,-7.34609,-1.5402
0.57422,-7.44375,-1.53532
0.56938,-7.54141,-1.52555
0.56455,-7.63906,-1.51091
0.56213,-7.73672,-1.49137
0.55729,-7.78555,-1.48161
0.55246,-7.8832,-1.47184
0.54762,-7.98086,-1.46208
0.54279,-8.07852,-1.45231
0.54037,-8.12734,-1.43766
0.53311,-8.225,-1.4279
0.52828,-8.32266,-1.42302
0.52344,-8.42031,-1.41325
0.51861,-8.46914,-1.3986
0.51377,-8.5668,-1.39372
0.50652,-8.66445,-1.38395
0.49926,-8.76211,-1.37419
0.49201,-8.81094,-1.35954
0.48717,-8.90859,-1.34489
0.48234,-8.95742,-1.32536
0.4775,-9.00625,-1.31071
0.47266,-9.10391,-1.2863
0.46541,-9.20156,-1.26677
0.46057,-9.25039,-1.25212
0.45816,-9.34805,-1.24235
0.45574,-9.39688,-1.23747
0.4509,-9.49453,-1.22282
0.44848,-9.54336,-1.19841
0.44607,-9.64102,-1.16911
0.44365,-9.68984,-1.15446
0.43881,-9.7875,-1.1447
0.43398,-9.83633,-1.13981
0.43156,-9.93398,-1.12516
0.42672,-9.98281,-1.11052
0.42672,-10.03164,-1.09587
0.42431,-10.1293,-1.0861
0.42189,-10.17813,-1.08122
0.41947,-10.22695,-1.06169
0.41947,-10.32461,-1.03239
0.41705,-10.37344,-1.01286
0.41463,-10.42227,-1.00309
0.41463,-10.47109,-1.00309
0.41222,-10.56875,-1.00309
0.41222,-10.61758,-0.98356
0.41463,-10.66641,-0.95915
0.41222,-10.76406,-0.93962
0.4098,-10.81289,-0.92985
0.4098,-10.86172,-0.92009
0.4098,-10.91055,-0.91032
0.41222,-10.95938,-0.88591
0.4098,-11.0082,-0.86638
0.4098,-11.05703,-0.85173
0.40738,-11.10586,-0.84196
0.40738,-11.15469,-0.82243
0.40738,-11.20352,-0.79802
0.4098,-11.25234,-0.77848
0.4098,-11.30117,-0.76384
0.41222,-11.35,-0.75407
0.41222,-11.39883,-0.73454
0.41463,-11.44766,-0.71501
0.41463,-11.44766,-0.69548
0.41705,-11.49648,-0.67595
0.41705,-11.54531,-0.65641
0.41705,-11.59414,-0.64177
0.41947,-11.64297,-0.62712
0.41947,-11.6918,-0.61247
0.42189,-11.6918,-0.59782
0.42431,-11.74063,-0.58317
0.42431,-11.78945,-0.56852
0.42672,-11.78945,-0.54899
0.42914,-11.83828,-0.52458
0.43156,-11.88711,-0.50993
0.43156,-11.88711,-0.49528
0.43398,-11.93594,-0.48552
0.4364,-11.93594,-0.47575
0.43881,-11.98477,-0.4611
0.43881,-11.98477,-0.43669
0.44123,-12.03359,-0.41716
0.44365,-12.08242,-0.39762
0.44365,-12.08242,-0.37809
0.44607,-12.08242,-0.36345
0.44848,-12.08242,-0.33903
0.44848,-12.13125,-0.32438
0.4509,-12.13125,-0.30485
0.45332,-12.18008,-0.2902
0.45574,-12.18008,-0.27067
0.45816,-12.18008,-0.25114
0.45816,-12.22891,-0.22673
0.46299,-12.22891,-0.2072
0.46299,-12.22891,-0.20231
0.46541,-12.22891,-0.19255
0.46541,-12.27773,-0.18278
0.46783,-12.27773,-0.16325
0.47025,-12.27773,-0.13884
0.47025,-12.27773,-0.12419
