Force,Displacement,Velocity
206.69,-0.01042227,1.00374
204.27,-0.01032461,1.02327
206.69,-0.01027578,1.0428
206.69,-0.01022695,1.05745
209.11,-0.0101293,1.07698
209.11,-0.01008047,1.09652
209.11,-0.01003164,1.1014
209.11,-0.00998281,1.1014
209.11,-0.00988516,1.09652
211.52,-0.00983633,1.11116
211.52,-0.00973867,1.1307
211.52,-0.00968984,1.15023
211.52,-0.00959219,1.15999
213.94,-0.00949453,1.15999
213.94,-0.0094457,1.17464
213.94,-0.00939688,1.19417
213.94,-0.00929922,1.21859
213.94,-0.00925039,1.23812
216.36,-0.00915273,1.24788
216.36,-0.00910391,1.25765
216.36,-0.00900625,1.26741
218.78,-0.00895742,1.28695
218.78,-0.00885977,1.29671
221.2,-0.00876211,1.30648
218.78,-0.00871328,1.30159
218.78,-0.00861563,1.30648
218.78,-0.00851797,1.31624
221.2,-0.00846914,1.34066
221.2,-0.00837148,1.36507
221.2,-0.00827383,1.3846
221.2,-0.00817617,1.39437
221.2,-0.00807852,1.39925
223.61,-0.00802969,1.4139
226.03,-0.00793203,1.43831
223.61,-0.00783437,1.45784
223.61,-0.00778555,1.46273
223.61,-0.00768789,1.44808
226.03,-0.00759023,1.45296
226.03,-0.00749258,1.47738
226.03,-0.00739492,1.50667
228.45,-0.00729727,1.51155
228.45,-0.00724844,1.50667
226.03,-0.00715078,1.50667
228.45,-0.00705312,1.52132
228.45,-0.00695547,1.54085
228.45,-0.00685781,1.56038
228.45,-0.00676016,1.56038
230.87,-0.0066625,1.5555
228.45,-0.00656484,1.5555
230.87,-0.00646719,1.57015
233.29,-0.00636953,1.59456
233.29,-0.00627187,1.60921
233.29,-0.00617422,1.60921
233.29,-0.00607656,1.60433
233.29,-0.00597891,1.61409
233.29,-0.00588125,1.64339
235.7,-0.00578359,1.67269
233.29,-0.00568594,1.69222
233.29,-0.00558828,1.68734
233.29,-0.00549062,1.68245
235.7,-0.00539297,1.68734
235.7,-0.00529531,1.70198
238.12,-0.00519766,1.70687
235.7,-0.00505117,1.6971
238.12,-0.00495352,1.68245
235.7,-0.00485586,1.68245
238.12,-0.0047582,1.70687
238.12,-0.00461172,1.73616
238.12,-0.00451406,1.77034
240.54,-0.00441641,1.78988
238.12,-0.00431875,1.79964
238.12,-0.00422109,1.79964
240.54,-0.00412344,1.79964
240.54,-0.00402578,1.78988
242.96,-0.00392812,1.77523
240.54,-0.00378164,1.76058
240.54,-0.00368398,1.7557
240.54,-0.00358633,1.76546
242.96,-0.00348867,1.78499
242.96,-0.00334219,1.81917
242.96,-0.00324453,1.84359
242.96,-0.00309805,1.84847
242.96,-0.00300039,1.85335
245.38,-0.00290273,1.86312
245.38,-0.00280508,1.87288
245.38,-0.00265859,1.868
245.38,-0.00256094,1.84847
242.96,-0.00246328,1.81917
245.38,-0.0023168,1.81429
245.38,-0.00221914,1.81917
245.38,-0.00212148,1.8387
245.38,-0.001975,1.85335
245.38,-0.00187734,1.86312
245.38,-0.00177969,1.87288
245.38,-0.00168203,1.89241
247.79,-0.00153555,1.91683
250.21,-0.00138906,1.93148
250.21,-0.00134023,1.92659
247.79,-0.00119375,1.90706
247.79,-0.00109609,1.87288
247.79,-0.00094961,1.85823
247.79,-0.00085195,1.85335
250.21,-0.0007543,1.85823
247.79,-0.00060781,1.86312
247.79,-0.00051016,1.87288
250.21,-0.00036367,1.87777
250.21,-0.00026602,1.8973
250.21,-0.00016836,1.92171
252.63,-0.0000707,1.93636
252.63,0.00007578,1.92659
252.63,0.00017344,1.90218
252.63,0.00027109,1.87777
255.05,0.00041758,1.868
255.05,0.00056406,1.86312
255.05,0.00066172,1.85823
255.05,0.00075938,1.85823
255.05,0.00085703,1.87288
255.05,0.00100352,1.8973
257.47,0.00110117,1.92171
257.47,0.00119883,1.93636
257.47,0.00129648,1.93148
257.47,0.00139414,1.91195
255.05,0.00154063,1.88753
257.47,0.00168711,1.868
257.47,0.00173594,1.86312
257.47,0.00188242,1.86312
255.05,0.00198008,1.84847
255.05,0.00212656,1.83382
255.05,0.00222422,1.83382
257.47,0.00232188,1.85335
257.47,0.00241953,1.87777
257.47,0.00256602,1.89241
255.05,0.0027125,1.88753
255.05,0.00276133,1.87777
257.47,0.00285898,1.868
259.88,0.00300547,1.86312
259.88,0.00310313,1.84847
259.88,0.00320078,1.81917
257.47,0.00334727,1.79476
259.88,0.00344492,1.78499
259.88,0.00354258,1.79964
262.3,0.00368906,1.81917
259.88,0.00378672,1.83382
257.47,0.0039332,1.82894
255.05,0.00403086,1.82405
255.05,0.00412852,1.82894
255.05,0.00422617,1.82894
255.05,0.00432383,1.82894
255.05,0.00442148,1.80452
252.63,0.00456797,1.78011
252.63,0.00466563,1.7557
255.05,0.00476328,1.7557
255.05,0.00486094,1.76058
255.05,0.00500742,1.76058
255.05,0.00510508,1.74593
252.63,0.00520273,1.72152
255.05,0.00534922,1.71175
252.63,0.00544688,1.71663
255.05,0.00554453,1.73128
252.63,0.00564219,1.7264
252.63,0.00573984,1.70687
252.63,0.0058375,1.69222
252.63,0.00593516,1.69222
255.05,0.00608164,1.70198
252.63,0.0061793,1.70687
252.63,0.00627695,1.69222
252.63,0.00632578,1.66292
252.63,0.00642344,1.63851
252.63,0.00656992,1.62874
252.63,0.00666758,1.62386
252.63,0.00676523,1.61898
250.21,0.00686289,1.60433
250.21,0.00696055,1.58968
250.21,0.0070582,1.5848
250.21,0.00715586,1.58968
250.21,0.00725352,1.59945
250.21,0.00735117,1.60433
247.79,0.00744883,1.5848
247.79,0.00754648,1.56527
250.21,0.00764414,1.5555
250.21,0.00769297,1.55062
250.21,0.00779063,1.53597
247.79,0.00788828,1.50179
247.79,0.00798594,1.46761
247.79,0.00808359,1.4432
247.79,0.00818125,1.43831
247.79,0.00827891,1.4432
245.38,0.00837656,1.43831
245.38,0.00842539,1.42855
245.38,0.00852305,1.42366
245.38,0.0086207,1.42855
245.38,0.00871836,1.43343
245.38,0.00881602,1.43343
245.38,0.00886484,1.4139
242.96,0.0089625,1.37972
242.96,0.00901133,1.34554
242.96,0.00910898,1.33089
245.38,0.00915781,1.31624
242.96,0.00925547,1.30159
242.96,0.00935312,1.27718
