Damper Lab
Wed 16 Sep 2015 - 14/28/08
Sample Frequency (S/s): 1000.0
Sample Seconds: 2.00

Scale:	0.49520	10.00000	1.00000
Offset:	-0.41250	-1.36500	0.00700
Force:	Displacement:	Velocity:
-0.20678	-7.10195	-1.53532
-0.20437	-7.19961	-1.52067
-0.19953	-7.29727	-1.51091
-0.19953	-7.39492	-1.50602
-0.19711	-7.44375	-1.49626
-0.19469	-7.54141	-1.48161
-0.19228	-7.68789	-1.46696
-0.18744	-7.73672	-1.45231
-0.18744	-7.83437	-1.44255
-0.18502	-7.93203	-1.43766
-0.18019	-7.98086	-1.41813
-0.18019	-8.07852	-1.39372
-0.17535	-8.17617	-1.37419
-0.17052	-8.27383	-1.36930
-0.16810	-8.32266	-1.36930
-0.16568	-8.42031	-1.36930
-0.16326	-8.51797	-1.35954
-0.16084	-8.61563	-1.34489
-0.15843	-8.66445	-1.34001
-0.15601	-8.76211	-1.34001
-0.15359	-8.85977	-1.33512
-0.15117	-8.90859	-1.31559
-0.14875	-9.00625	-1.29118
-0.14392	-9.05508	-1.26188
-0.13908	-9.15273	-1.24723
-0.13666	-9.25039	-1.23747
-0.13666	-9.29922	-1.22770
-0.13425	-9.34805	-1.21305
-0.12941	-9.44570	-1.18864
-0.12457	-9.54336	-1.16911
-0.12216	-9.59219	-1.15446
-0.11974	-9.68984	-1.15446
-0.11732	-9.73867	-1.15446
-0.11490	-9.83633	-1.13493
-0.11007	-9.88516	-1.11052
-0.10765	-9.93398	-1.08610
-0.10523	-9.98281	-1.07634
-0.10281	-10.08047	-1.07634
-0.10039	-10.12930	-1.06657
-0.09798	-10.22695	-1.04216
-0.09556	-10.27578	-1.01286
-0.09314	-10.32461	-0.98845
-0.08830	-10.37344	-0.97380
-0.08589	-10.47109	-0.96403
-0.08347	-10.51992	-0.95427
-0.08105	-10.61758	-0.93962
-0.07863	-10.61758	-0.92497
-0.07380	-10.71523	-0.91520
-0.07380	-10.76406	-0.92009
-0.07138	-10.81289	-0.91520
-0.06896	-10.81289	-0.89567
-0.06654	-10.91055	-0.87126
-0.06412	-10.95938	-0.84684
-0.06171	-11.00820	-0.82731
-0.06171	-11.05703	-0.80778
-0.05929	-11.10586	-0.79802
-0.05687	-11.15469	-0.77848
-0.05445	-11.20352	-0.76872
-0.05445	-11.30117	-0.76384
-0.05687	-11.35000	-0.76384
-0.05445	-11.35000	-0.76872
-0.05203	-11.39883	-0.76872
-0.05445	-11.44766	-0.76384
-0.05445	-11.49648	-0.75895
-0.05445	-11.54531	-0.75407
-0.04962	-11.59414	-0.74919
-0.04236	-11.64297	-0.72477
-0.03511	-11.64297	-0.67106
-0.02544	-11.69180	-0.60270
-0.02060	-11.74063	-0.54411
-0.01577	-11.78945	-0.50993
-0.01577	-11.78945	-0.49040
-0.01577	-11.83828	-0.48063
-0.01093	-11.83828	-0.45622
-0.00851	-11.88711	-0.43669
-0.00609	-11.88711	-0.41716
-0.00609	-11.93594	-0.41716
-0.00609	-11.98477	-0.42204
-0.00368	-11.98477	-0.41227
-0.00126	-11.98477	-0.39274
0.00358	-12.03359	-0.36833
0.00600	-12.08242	-0.34391
0.00600	-12.08242	-0.32438
0.00600	-12.08242	-0.30973
0.01083	-12.13125	-0.28532
0.01083	-12.13125	-0.25602
0.01325	-12.13125	-0.23161
0.01325	-12.13125	-0.22673
0.01325	-12.18008	-0.22184
0.01567	-12.18008	-0.20720
0.02050	-12.18008	-0.17790
0.02292	-12.22891	-0.14860
0.02292	-12.22891	-0.13395
0.02292	-12.22891	-0.12907
0.02534	-12.22891	-0.12419
0.02776	-12.22891	-0.09977
0.03018	-12.22891	-0.07048
0.03259	-12.22891	-0.05095
0.03259	-12.22891	-0.04606
0.03501	-12.27773	-0.03630
0.03743	-12.22891	-0.01188
0.04227	-12.27773	0.01741
0.04952	-12.22891	0.03695
0.05919	-12.22891	0.04671
0.06886	-12.22891	0.05159
0.07612	-12.22891	0.06624
0.08579	-12.22891	0.09066
0.09304	-12.22891	0.11507
0.10030	-12.22891	0.13460
0.10513	-12.22891	0.14925
0.11722	-12.22891	0.15413
0.13657	-12.18008	0.14925
0.16075	-12.18008	0.14437
0.18493	-12.18008	0.14925
0.20185	-12.18008	0.16878
0.20669	-12.13125	0.20784
0.20185	-12.13125	0.26155
0.19460	-12.08242	0.32503
0.18734	-12.08242	0.37386
0.18251	-12.08242	0.40316
0.18009	-12.03359	0.41292
0.18009	-12.03359	0.41292
0.18009	-11.98477	0.42269
0.18009	-11.98477	0.43734
0.17767	-11.93594	0.44222
0.17767	-11.93594	0.44222
0.17525	-11.88711	0.43734
0.17767	-11.88711	0.44710
0.17767	-11.83828	0.47640
0.18009	-11.78945	0.53011
0.18009	-11.74063	0.56917
0.18009	-11.69180	0.58870
0.18009	-11.69180	0.58382
0.18009	-11.64297	0.57894
0.18009	-11.59414	0.58870
0.18251	-11.59414	0.60823
0.18493	-11.54531	0.63265
0.18493	-11.49648	0.64241
0.18734	-11.44766	0.65218
0.18734	-11.44766	0.66195
0.18734	-11.39883	0.69124
0.18976	-11.35000	0.71566
0.18976	-11.30117	0.72542
0.18976	-11.25234	0.72542
0.18976	-11.20352	0.72542
0.18976	-11.15469	0.74984
0.19218	-11.10586	0.78890
0.19218	-11.05703	0.82796
0.19460	-11.00820	0.85237
0.19460	-10.95938	0.87191
0.19702	-10.91055	0.88655
0.19702	-10.86172	0.90120
0.19702	-10.81289	0.91097
0.19702	-10.76406	0.92073
0.19702	-10.66641	0.92073
0.19943	-10.61758	0.91585
0.19943	-10.56875	0.92073
0.19943	-10.51992	0.94027
0.20185	-10.42227	0.97445
0.20185	-10.37344	1.00374
0.20185	-10.32461	1.02327
0.20185	-10.27578	1.03792
0.20185	-10.17813	1.05257
0.20427	-10.12930	1.06722
0.20669	-10.03164	1.08675
0.20669	-9.98281	1.09163
0.20669	-9.93398	1.08675
0.20427	-9.88516	1.07698
0.20669	-9.78750	1.08187
0.20911	-9.73867	1.10628
0.20911	-9.64102	1.13070
0.20911	-9.59219	1.15023
0.20911	-9.49453	1.16488
0.20911	-9.39688	1.18441
0.21152	-9.34805	1.21370
0.21152	-9.29922	1.24300
0.21152	-9.20156	1.26253
0.21152	-9.10391	1.26741
0.21152	-9.05508	1.26253
0.21394	-9.00625	1.26741
0.21394	-8.90859	1.28206
0.21636	-8.81094	1.30159
0.21394	-8.76211	1.31624
0.21636	-8.66445	1.31136
0.21636	-8.61563	1.30648
0.21636	-8.51797	1.31136
0.21636	-8.42031	1.33577
0.21878	-8.32266	1.36019
0.21878	-8.22500	1.37484
0.21636	-8.17617	1.38948
0.21878	-8.07852	1.40902
0.21878	-7.98086	1.43831
0.22120	-7.88320	1.45784
0.22120	-7.83437	1.46761
0.22120	-7.73672	1.46761
0.22120	-7.63906	1.45296
0.22120	-7.54141	1.44320
0.22361	-7.44375	1.44808
0.22361	-7.39492	1.46273
0.22361	-7.29727	1.48714
0.22361	-7.19961	1.49691
0.22361	-7.10195	1.50179
0.22603	-7.00430	1.51644
0.22603	-6.90664	1.54085
0.22603	-6.80898	1.56527
0.22603	-6.71133	1.57991
0.22603	-6.61367	1.57991
0.22603	-6.51602	1.57991
0.22845	-6.46719	1.59456
0.22845	-6.36953	1.61898
0.22845	-6.27187	1.64339
0.22845	-6.17422	1.65316
0.22845	-6.07656	1.64827
0.22845	-5.97891	1.64339
0.23087	-5.83242	1.64827
0.23087	-5.73477	1.65804
0.23329	-5.63711	1.66292
0.23087	-5.53945	1.66292
0.23087	-5.44180	1.65316
0.23087	-5.34414	1.66292
0.23329	-5.19766	1.68734
0.23329	-5.14883	1.72152
0.23329	-5.05117	1.74105
0.23329	-4.95352	1.74593
0.23329	-4.80703	1.74105
0.23570	-4.70937	1.74105
0.23570	-4.61172	1.74105
0.23570	-4.51406	1.74105
0.23570	-4.36758	1.74105
0.23570	-4.26992	1.73616
0.23812	-4.17227	1.74105
0.23812	-4.07461	1.76058
0.23812	-3.97695	1.78499
0.23812	-3.83047	1.80452
0.23812	-3.73281	1.81917
0.23812	-3.63516	1.81917
0.23812	-3.53750	1.82405
0.23812	-3.39102	1.83382
0.24054	-3.29336	1.83382
0.24054	-3.19570	1.82894
0.24054	-3.09805	1.82894
0.24054	-3.00039	1.82894
0.24054	-2.85391	1.83870
0.24296	-2.70742	1.84847
0.24296	-2.65859	1.85335
0.24296	-2.51211	1.85823
0.24296	-2.41445	1.86312
0.24296	-2.26797	1.85823
0.24296	-2.17031	1.85823
0.24296	-2.07266	1.86800
0.24296	-1.97500	1.87288
0.24296	-1.87734	1.87288
0.24296	-1.73086	1.86312
0.24538	-1.63320	1.86312
0.24538	-1.48672	1.87288
0.24538	-1.38906	1.88265
0.24538	-1.29141	1.87777
0.24296	-1.14492	1.86800
0.24538	-1.04727	1.85823
0.24538	-0.90078	1.86312
0.24538	-0.80312	1.86800
0.24538	-0.70547	1.87777
0.24538	-0.55898	1.88265
0.24538	-0.46133	1.88265
0.24538	-0.36367	1.89241
0.24779	-0.21719	1.90706
0.24779	-0.11953	1.91195
0.25021	0.02695	1.91195
0.24779	0.12461	1.89730
0.24779	0.22227	1.88753
0.25021	0.31992	1.89241
0.25021	0.46641	1.90218
0.25263	0.61289	1.91195
0.25263	0.71055	1.91195
0.25021	0.80820	1.89730
0.25263	0.90586	1.88753
0.25505	1.00352	1.89730
0.25505	1.15000	1.90218
0.25263	1.24766	1.90218
0.25263	1.34531	1.88753
0.25263	1.49180	1.87288
0.25505	1.58945	1.86312
0.25505	1.68711	1.86800
0.25263	1.78477	1.87288
0.25263	1.93125	1.86800
0.25263	2.02891	1.85823
0.25263	2.12656	1.85335
0.25505	2.27305	1.86312
0.25263	2.37070	1.87777
0.25505	2.51719	1.88753
0.25505	2.61484	1.88753
0.25263	2.71250	1.87777
0.25263	2.85898	1.86312
0.25263	2.95664	1.85823
0.25263	3.05430	1.85335
0.25263	3.15195	1.84847
0.25263	3.24961	1.82894
0.25021	3.39609	1.80452
0.25021	3.49375	1.79476
0.25263	3.59141	1.80452
0.25263	3.73789	1.82405
0.25263	3.83555	1.83382
0.25263	3.93320	1.82405
0.25021	4.07969	1.80941
0.25263	4.12852	1.79964
0.25263	4.27500	1.80452
0.25263	4.37266	1.80452
0.25263	4.47031	1.78499
0.25021	4.61680	1.76058
0.25263	4.71445	1.75081
0.25263	4.81211	1.75570
0.25263	4.95859	1.76058
0.25021	5.05625	1.75570
0.25021	5.15391	1.73616
0.25021	5.25156	1.71663
0.25021	5.34922	1.71175
0.25021	5.44688	1.71663
0.25021	5.54453	1.72152
0.25021	5.64219	1.72152
0.25021	5.78867	1.71663
0.25021	5.83750	1.70198
0.25021	5.98398	1.69222
0.25021	6.08164	1.68734
0.25021	6.17930	1.67757
0.24779	6.27695	1.65316
0.24779	6.37461	1.62874
0.24779	6.52109	1.60921
0.25021	6.56992	1.60433
0.25021	6.66758	1.60921
0.24779	6.81406	1.60921
0.24779	6.91172	1.60921
0.24779	7.00938	1.60921
0.24779	7.05820	1.60921
0.24779	7.15586	1.60921
0.24779	7.25352	1.60433
0.24779	7.35117	1.58480
0.24779	7.44883	1.56038
0.24538	7.54648	1.53109
0.24538	7.64414	1.50179
0.24538	7.74180	1.48714
0.24779	7.83945	1.48226
0.24538	7.93711	1.47738
0.24538	8.03477	1.46761
0.24538	8.08359	1.45784
0.24538	8.18125	1.46761
