Damper Lab
Wed 16 Sep 2015 - 14/30/29
Sample Frequency (S/s): 1000.0
Sample Seconds: 2.00

Scale:	0.49520	10.00000	1.00000
Offset:	-0.41250	-1.36500	0.00700
Force:	Displacement:	Velocity:
0.27681	9.64609	1.25277
0.27681	9.74375	1.24788
0.27439	9.84141	1.22835
0.27439	9.89023	1.20394
0.27197	9.93906	1.18441
0.27197	10.03672	1.17952
0.27197	10.13437	1.16976
0.27197	10.18320	1.14534
0.26956	10.23203	1.11116
0.26714	10.28086	1.09163
0.26714	10.37852	1.09163
0.26956	10.42734	1.09163
0.26714	10.47617	1.09163
0.26472	10.57383	1.08187
0.26472	10.62266	1.06234
0.26472	10.67148	1.05257
0.26472	10.76914	1.04280
0.26230	10.81797	1.02816
0.26230	10.86680	1.00374
0.25988	10.91562	0.96956
0.25988	11.01328	0.93050
0.25747	11.06211	0.91097
0.25747	11.11094	0.89632
0.25747	11.15977	0.88167
0.25505	11.20859	0.86214
0.25505	11.25742	0.85237
0.25263	11.30625	0.84261
0.25263	11.35508	0.84749
0.25263	11.40391	0.84749
0.25263	11.45273	0.84261
0.25021	11.50156	0.82796
0.25021	11.55039	0.79866
0.24779	11.59922	0.77425
0.24779	11.64805	0.75472
0.24779	11.69687	0.74007
0.24538	11.74570	0.71566
0.24296	11.74570	0.68636
0.24054	11.84336	0.65706
0.24054	11.89219	0.63753
0.24054	11.89219	0.63753
0.24054	11.94102	0.63265
0.23812	11.98984	0.62288
0.23570	12.03867	0.60823
0.23570	12.03867	0.59359
0.23570	12.08750	0.58870
0.23329	12.13633	0.58382
0.23329	12.13633	0.56429
0.23087	12.18516	0.53987
0.23087	12.18516	0.50570
0.22845	12.23398	0.48128
0.22845	12.28281	0.46175
0.22603	12.33164	0.43734
0.22603	12.33164	0.41292
0.22120	12.33164	0.38851
0.22120	12.38047	0.37386
0.21878	12.38047	0.36898
0.21878	12.42930	0.36409
0.21636	12.42930	0.35433
0.21394	12.47812	0.33968
0.21394	12.47812	0.32015
0.21152	12.47812	0.30062
0.21152	12.52695	0.28109
0.20911	12.52695	0.25667
0.20669	12.52695	0.23226
0.20185	12.52695	0.20784
0.20185	12.57578	0.18343
0.19943	12.57578	0.16878
0.19702	12.57578	0.16390
0.19460	12.57578	0.15902
0.19218	12.62461	0.14925
0.18976	12.62461	0.13948
0.18734	12.62461	0.12484
0.18251	12.62461	0.10530
0.18009	12.62461	0.09066
0.17767	12.62461	0.06136
0.17042	12.62461	0.03695
0.16316	12.62461	0.01253
0.15833	12.62461	-0.00212
0.15107	12.62461	-0.01188
0.14382	12.62461	-0.02653
0.13415	12.62461	-0.04606
0.11722	12.62461	-0.06071
0.09788	12.62461	-0.07536
0.07854	12.62461	-0.08024
0.05919	12.62461	-0.08512
0.03985	12.62461	-0.10954
0.02292	12.57578	-0.14372
0.01083	12.62461	-0.17302
0.00841	12.57578	-0.19743
0.00358	12.57578	-0.21208
0.00116	12.52695	-0.23649
-0.00126	12.52695	-0.27067
-0.00368	12.52695	-0.29997
-0.00368	12.47812	-0.32438
-0.00368	12.47812	-0.33415
-0.00126	12.42930	-0.33903
-0.00368	12.42930	-0.35856
-0.00368	12.42930	-0.37321
-0.00851	12.38047	-0.39274
-0.00851	12.38047	-0.40251
-0.01093	12.33164	-0.41716
-0.01093	12.33164	-0.43669
-0.01335	12.28281	-0.46110
-0.01818	12.28281	-0.49040
-0.01818	12.18516	-0.50993
-0.02060	12.18516	-0.51970
-0.02060	12.13633	-0.52458
-0.02302	12.13633	-0.54411
-0.02544	12.08750	-0.56364
-0.02786	12.08750	-0.58805
-0.03027	12.03867	-0.60759
-0.03027	11.98984	-0.61735
-0.03269	11.94102	-0.62712
-0.03511	11.89219	-0.64665
-0.03753	11.89219	-0.67106
-0.03994	11.79453	-0.69059
-0.04236	11.79453	-0.70036
-0.04478	11.74570	-0.70036
-0.04478	11.69687	-0.71501
-0.04478	11.64805	-0.72477
-0.04720	11.59922	-0.73942
-0.04720	11.55039	-0.74430
-0.04962	11.55039	-0.74430
-0.05203	11.45273	-0.74919
-0.05203	11.40391	-0.75407
-0.05203	11.35508	-0.76384
-0.05203	11.30625	-0.77360
-0.05445	11.30625	-0.78825
-0.05687	11.20859	-0.80290
-0.05929	11.20859	-0.82243
-0.06654	11.11094	-0.85661
-0.07138	11.06211	-0.90055
-0.07621	11.01328	-0.93962
-0.08105	10.96445	-0.96403
-0.08589	10.91562	-0.97380
-0.08830	10.81797	-0.98356
-0.09072	10.76914	-1.00798
-0.09314	10.72031	-1.02751
-0.09556	10.62266	-1.03727
-0.09556	10.57383	-1.04216
-0.09798	10.52500	-1.05192
-0.09798	10.47617	-1.07145
-0.10039	10.37852	-1.09587
-0.10523	10.32969	-1.12516
-0.10765	10.28086	-1.14958
-0.11248	10.23203	-1.16423
-0.11490	10.13437	-1.17399
-0.11732	10.08555	-1.18376
-0.11974	9.98789	-1.19841
-0.12457	9.93906	-1.20329
-0.12457	9.84141	-1.19841
-0.12457	9.79258	-1.19352
-0.12941	9.69492	-1.19352
-0.13183	9.64609	-1.21305
-0.13425	9.54844	-1.23747
-0.13908	9.45078	-1.26188
-0.13908	9.40195	-1.28630
-0.14150	9.30430	-1.30583
-0.14392	9.25547	-1.32536
-0.14634	9.15781	-1.34001
-0.14875	9.06016	-1.35466
-0.15117	9.01133	-1.35954
-0.15359	8.91367	-1.34977
-0.15601	8.86484	-1.34489
-0.15843	8.76719	-1.34489
-0.16326	8.66953	-1.36930
-0.16810	8.57187	-1.38884
-0.17052	8.47422	-1.40837
-0.17052	8.42539	-1.42302
-0.17052	8.32773	-1.43766
-0.17293	8.23008	-1.46208
-0.17535	8.13242	-1.49137
-0.17777	8.08359	-1.51091
-0.18019	7.93711	-1.52067
-0.18261	7.88828	-1.52067
-0.18502	7.79063	-1.53044
-0.18986	7.74180	-1.54509
-0.19228	7.59531	-1.53532
-0.19469	7.54648	-1.51579
-0.19711	7.44883	-1.49626
-0.19711	7.35117	-1.49137
-0.20195	7.25352	-1.51091
-0.20195	7.10703	-1.53532
-0.20678	7.00938	-1.56462
-0.20678	6.91172	-1.57927
-0.20678	6.86289	-1.60368
-0.20920	6.76523	-1.62809
-0.21162	6.61875	-1.65739
-0.21404	6.56992	-1.67692
-0.21404	6.47227	-1.67204
-0.21404	6.37461	-1.66227
-0.21646	6.27695	-1.65251
-0.21887	6.17930	-1.65739
-0.22371	6.03281	-1.66716
-0.22855	5.93516	-1.66716
-0.22855	5.83750	-1.66716
-0.23096	5.73984	-1.66716
-0.23338	5.59336	-1.67692
-0.23338	5.54453	-1.69645
-0.23580	5.44688	-1.71598
-0.23580	5.30039	-1.72087
-0.23580	5.20273	-1.73552
-0.23822	5.10508	-1.75016
-0.24064	5.00742	-1.76481
-0.24064	4.90977	-1.76970
-0.24305	4.76328	-1.76481
-0.24789	4.66563	-1.75505
-0.25031	4.56797	-1.74528
-0.25031	4.47031	-1.74528
-0.25273	4.37266	-1.75505
-0.25514	4.22617	-1.76970
-0.25514	4.12852	-1.78434
-0.25756	4.03086	-1.79899
-0.25756	3.93320	-1.80876
-0.25756	3.83555	-1.82341
-0.25998	3.68906	-1.83805
-0.26240	3.59141	-1.85270
-0.26240	3.49375	-1.84782
-0.26482	3.34727	-1.83317
-0.26482	3.24961	-1.81852
-0.26723	3.15195	-1.81852
-0.26723	3.05430	-1.81852
-0.26965	2.90781	-1.82341
-0.27207	2.81016	-1.81364
-0.27207	2.71250	-1.81364
-0.27449	2.61484	-1.82341
-0.27449	2.46836	-1.85270
-0.27691	2.37070	-1.87712
-0.27691	2.22422	-1.89177
-0.27691	2.12656	-1.90153
-0.27449	2.02891	-1.90153
-0.27449	1.93125	-1.90641
-0.27691	1.78477	-1.91130
-0.27932	1.68711	-1.90641
-0.27932	1.58945	-1.89177
-0.27932	1.49180	-1.87223
-0.28174	1.34531	-1.85759
-0.28174	1.24766	-1.85759
-0.28416	1.10117	-1.86247
-0.28658	1.00352	-1.87712
-0.28416	0.90586	-1.88200
-0.28416	0.75938	-1.88688
-0.28416	0.66172	-1.89665
-0.28174	0.56406	-1.91618
-0.28416	0.46641	-1.93571
-0.28416	0.36875	-1.94548
-0.28416	0.22227	-1.93083
-0.28416	0.12461	-1.91130
-0.28416	0.02695	-1.89177
-0.28416	-0.11953	-1.87712
-0.28658	-0.26602	-1.87712
-0.28658	-0.36367	-1.86735
-0.28658	-0.46133	-1.85759
-0.28416	-0.55898	-1.85270
-0.28416	-0.70547	-1.85759
-0.28658	-0.80312	-1.88200
-0.28900	-0.94961	-1.90153
-0.28658	-1.04727	-1.91130
-0.28416	-1.14492	-1.90641
-0.28174	-1.29141	-1.89665
-0.27932	-1.38906	-1.90153
-0.28174	-1.48672	-1.91618
-0.27932	-1.63320	-1.91618
-0.27932	-1.73086	-1.89177
-0.27932	-1.82852	-1.86247
-0.27932	-1.97500	-1.84294
-0.27932	-2.07266	-1.84294
-0.27932	-2.17031	-1.84782
-0.27932	-2.31680	-1.85270
-0.27932	-2.41445	-1.84782
-0.27691	-2.56094	-1.84294
-0.27207	-2.65859	-1.84782
-0.27207	-2.75625	-1.86735
-0.27449	-2.90273	-1.88200
-0.27207	-2.95156	-1.88688
-0.26965	-3.09805	-1.86735
-0.26723	-3.19570	-1.84294
-0.26723	-3.29336	-1.82829
-0.26723	-3.43984	-1.82829
-0.26723	-3.53750	-1.82341
-0.26482	-3.63516	-1.80387
-0.26240	-3.78164	-1.78923
-0.26240	-3.87930	-1.77946
-0.26240	-3.97695	-1.78923
-0.25998	-4.07461	-1.79899
-0.25756	-4.17227	-1.79411
-0.25514	-4.26992	-1.78923
-0.25273	-4.41641	-1.77946
-0.25031	-4.51406	-1.77946
-0.25031	-4.61172	-1.78923
-0.24789	-4.70937	-1.78923
-0.24547	-4.85586	-1.77458
-0.24305	-4.95352	-1.74040
-0.24064	-5.05117	-1.71598
-0.23822	-5.14883	-1.71110
-0.24064	-5.24648	-1.72087
-0.23822	-5.39297	-1.72087
-0.23580	-5.44180	-1.71110
-0.23338	-5.58828	-1.69645
-0.23096	-5.68594	-1.68669
-0.22855	-5.78359	-1.68669
-0.22855	-5.88125	-1.69157
-0.22613	-5.97891	-1.68669
-0.22129	-6.07656	-1.67204
-0.21887	-6.17422	-1.65251
-0.21646	-6.27187	-1.63786
-0.21404	-6.36953	-1.63786
-0.21404	-6.46719	-1.63298
-0.21162	-6.56484	-1.61833
-0.20920	-6.66250	-1.58415
-0.20437	-6.76016	-1.55973
-0.20437	-6.85781	-1.55485
-0.20195	-6.95547	-1.56462
-0.20195	-7.05312	-1.56462
-0.19953	-7.15078	-1.54997
-0.19469	-7.24844	-1.53044
-0.19228	-7.29727	-1.52067
-0.19228	-7.44375	-1.52067
-0.18986	-7.49258	-1.51091
-0.18502	-7.59023	-1.50114
-0.18261	-7.68789	-1.48161
-0.17777	-7.78555	-1.46696
-0.17777	-7.88320	-1.45720
-0.17535	-7.93203	-1.44743
-0.17293	-8.02969	-1.43766
-0.17052	-8.12734	-1.42790
-0.16810	-8.22500	-1.40837
-0.16568	-8.32266	-1.38884
-0.16326	-8.37148	-1.38395
-0.16084	-8.46914	-1.38395
-0.15843	-8.56680	-1.37907
